Occupation,Lifespans
Translation,"[34, 88, 39, 78, 37, 49, 67, 84, 66, 56, 62, 89, 80, 25, 77, 64, 93, 59, 39, 62, 50, 92, 94, 32, 84, 77, 86, 88, 90, 87, 69, 22, 56, 65, 82, 86, 74, 81, 59, 82, 85, 116, 86, 85, 45, 79, 79, 86, 83, 51, 78, 53, 92, 75, 59, 43, 82, 80, 86, 60, 76, 64, 74, 65, 46, 86, 83, 67, 87, 81, 68, 96, 87, 79, 69, 54, 64, 51, 88, 49, 74, 49, 71, 78, 74, 28, 73, 76, 61, 67, 63, 80, 48, 48, 88, 91, 70, 72, 59, 35, 81, 77, 42, 69, 63, 79, 83, 68, 87, 92, 58, 88, 72, 72, 70, 95, 54, 81, 63]"
Choreography,"[69, 61, 85, 50, 68, 90, 75, 70, 83, 81, 88, 77, 74, 95, 50, 74, 81, 83, 48, 53, 87, 81, 68, 78, 83, 95, 92, 78, 94, 90, 43, 63, 46, 84, 50, 62, 84, 55, 51, 34, 55, 92, 98, 64, 80, 90, 90, 92, 46, 69, 62, 69, 91, 85, 96, 90, 91, 58, 74, 53, 88, 81, 93, 61, 92, 78, 97, 78, 74, 57, 53, 64, 86, 87, 60, 86, 81, 81, 84, 79, 81, 61, 57, 39, 74, 56, 54]"
Indian classical dance,"[69, 53, 78, 50, 85, 78]"
Historian,"[92, 51, 51, 57, 73, 69, 61, 37, 87, 85, 83, 87, 66, 79, 62, 61, 59, 93, 84, 91, 90, 59, 89, 106, 44, 84, 79, 101, 82, 66, 79, 81, 75, 55, 75, 67, 88, 79, 91, 60, 91, 71, 84, 67, 59, 68, 79, 92, 78, 76, 73, 84, 64, 88, 55, 55, 58, 73, -40, 83, 91, 93, 70, 75, 39, 85, 61, 54, 82, 86, 91, 62, 99, 67, 63, 54, 34, 81, 69, 65, 73, 94, 59, 68, 76, 68, 94, 54, 91, 54, 81, 88, 83, 57, 86, 74, 79, 45, 79, 88, 53, 81, 56, 75, 82, 55, 80, 49, 55, 67, 84, 74, 68, 79, 33, 82, 74, 77, 61, 98, 77, 42, 80, 75, 67, 54, 76, 67, 56, 72, 54, 82, 90, 81, 77, 81, 87, 83, 65, 82, 88, 44, 93, 46, 61, 75, 75, 84, 67, 77, 76, 77, 62, 65, 91, 80, 90, 77, 84, 79, 105, 45, 66, 47, 76, 83, 69, 80, 77, 66, 89, 70, 97, 83, 89, 81, 78, 78, 78, 79, 85, 90, 58, 87, 87, 81, 90, 73, 85, 92, 60, 63, 79, 77, 93, 82, 81, 84, 70, 72, 79, 78, 76, 68, 63, 60, 94, 50, 87, 77, 74, 74, 78, 89, 89, 88, 72, 87, 95, 84, 64, 93, 58, 83, 61, 87, 82, 61, 81, 59, 62, 86, 85, 99, 88, 72, 80, 90, 76, 141, 89, 89, 78, 72, 65, 73, 87, 66, 86, 91, 65, 59, 92, 67, 78, 60, 80, 97, 63, 72, 92, 95, 76, 91, 93, 75, 86, 74, 64, 79, 80, 56, 72, 82, 86, 76, 85, 80, 76, 70, 71, 79, 78, 80, 82, 85, 41, 85, 63, 77, 77, 41, 50, 76, 97, 81, 76, 61, 74, 67, 82, 68, 73, 68, 82, 68, 83, 68, 78, 70, 88, 72, 73, 78, 89, 69, 64, 82, 89, 61, 74, 67, 49, 42, 76, 78, 96, 91, 48, 42, 43, 82, 91, 84, 96, 81, 89, 65, 83, 62, 86]"
Feminism,"[97, 49, 74, 74, 79, 45, 65, 93, 71, 92, 88, 54, 78, 75, 69, 64, 75, 67, 93, 82, 60]"
Illustrator,"[78, 85, 73, 83, 70, 76, 62, 85, 53, 80, 57, 73, 77, 49, 92, 84, 73, 64, 89, 83, 71, 78, 91, 83, 95, 75, 67, 90, 98, 74, 85, 71, 63, 69, 99, 72, 68, 54, 82, 93, 66, 80, 87, 71, 75, 80, 66, 94, 66, 76, 65, 59, 75, 92, 54, 61, 56, 64]"
Guitarist,"[90, 89, 78, 74, 90, 55, 61, 39, 79, 35, 79, 48, 52, 75, 56, 87, 56, 70, 73, 70, 71, 85, 62, 82, 38, 55, 47, 59, 71, 71, 61, 70, 72, 82, 60, 64, 79, 81, 63, 85, 75, 53, 35, 78, 57, 70, 30, 95, 70, 66, 74, 46, 58, 47, 58, 60, 56, 69, 80, 91, 64, 25, 63, 79, 43, 47, 80, 70, 65, 72, 56, 70, 70, 75, 47, 59, 76, 96, 86, 60, 70, 61, 52, 96, 80, 70, 43, 54, 70, 65, 92, 76, 69, 53, 48, 70, 52, 62, 56, 60, 90, 27, 85, 70, 74, 62, 76, 68, 66, 64, 56, 51, 66, 62, 72, 47]"
Librarian,"[90, 82, 61, 68, 68, 64, 97, 90, 81, 53, 96, 86, 83, 96, 80, 96, 103, 65, 93, 81, 86, 60, 66, 83, 73, 85, 79, 83, 69, 88, 82, 82, 56, 73, 88, 46, 75, 92, 75, 43, 66, 83, 52, 88, 61, 35, 92, 71, 81, 65, 78, 86, 93, 63, 73, 66, 75, 98, 89, 66, 90, 94, 68, 90, 70, 84, 81, 60, 82, 65, 87, 91, 62, 73, 72, 95, 76, 84, 56, 74, 88, 86, 80, 70, 94, 80, 67, 78, 57, 56, 78, 83, 82, 42, 67, 87, 73]"
Economist,"[76, 89, 69, 74, 80, 88, 71, 58, 88, 71, 91, 82, 79, 72, 81, 78, 89, 91, 76, 73, 80, 57, 90, 81, 79, 47, 65, 63, 93, 78, 48, 49, 70, 100, 81, 72, 85, 94, 65, 70, 63, 86, 58, 84, 75, 64, 76, 46, 76, 80, 60, 75, 75, 56, 87, 52, 83, 89, 87, 67, 73, 89, 74, 77, 77, 78, 90, 76, 84]"
Professor,"[76, 82, 70, 57, 73, 84, 72, 62, 69, 48, 66, 93, 90, 92, 69, 59, 89, 60, 64, 93, 68, 53, 78, 81, 69, 59, 82, 53, 40, 66, 87, 66, 72, 94, 83, 70, 69, 74, 76, 47, 84, 73, 77, 78, 82, 76, 70, 80, 79, 79, 93, 91, 56, 77, 55, 73, 63, 56, 70, 66, 76, 87, 54, 91, 46, 63, 87, 58, 79, 81, 1975, 94, 79, 87, 82, 77, 86, 79, 78, 85, 94, 82, 69, 82, 72, 41, 86, 79, 73, 61, 80, 79, 67, 67, 70, 71, 78, 83, 68, 42, 42, 85, 67, 80, 65, 44, 72, 75, 81, 75, 66, 89, 91, 83, 83, 93, 73, 75, 84, 76, 59, 45, 47, 82, 92, 63, 57, 58, 54, 90, 84, 83, 85, 89, 42, 51, 80, 84, 63, 89, 67, 73, 83, 78, 74, 82, 89, 85, 85, 70, 64, 74, 75, 82, 72, 85, 57, 83, 37, 73, 73, 85, 60, 83, 63, 48, 78, 79, 66, 79, 56, 85, 99, 83, 86, 87, 74, 89, 60, 79, 59, 78, 87, 63, 74, 79, 72, 83, 87, 82, 88, 74, 81, 88, 83, 69, 66, 39, 62, 66, 98, 95, 76, 59, 76, 76, 76, 72, 91, 85, 86, 77, 73, 75, 90, 77, 66, 68, 106, 92, 81, 79, 75, 95, 79, 82, 85, 81, 83, 67, 62, 85, 78, 76, 68, 71, 83, 78, 60, 76, 88, 89, 72, 61, 66, 83, 68, 91, 74, 57, 75, 63, 85, 73, 81, 78]"
Musicology,"[95, 82, 77, 87, 91, 65, 86, 85, 67, 75, 68, 73, 86, 85, 70, 88, 88, 45, 78, 57, 59, 81, 50, 79, 73, 48, 74, 93, 72, 89, 92, 75, 74, 86, 91, 66, 68, 76, 78, 80, 85]"
Pedagogy,"[95, 88, 93, 84, 56, 86, 56, 61, 89, 68, 73, 55, 74, 70, 47, 99, 99, 63, 55, 87, 92, 66, 85, 64, 75, 82, 68, 67, 64, 102, 53, 45, 88, 51, 76, 61, 81, 38, 96, 91, 64, 59]"
Clergy,"[86, 80, 64, 89, 80, 78, 67, 87, 73, 81, 83, 96, 89, 56, 73, 73, 67, 67, 63, 84, 46, 71, 78, 91, 90, 82, 79, 78, 43, 71, 54, 87, 64, 84, 82, 73, 78, 72, 66, 95, 43, 88, 82, 89, 77, 60, 75, 95, 83, 87, 89, 83, 98, 92, 63]"
Film editing,"[72, 67, 64, 68, 72, 81, 102, 68, 71, 63, 65, 35, 70, 40, 93, 77, 75, 62, 83, 49, 67, 57, 67, 77, 75, 90, 65, 70, 71, 61, 91, 76, 59, 58, 74, 56, 63, 77, 73, 90, 80, 89, 84, 91, 71, 46, 47, 100, 73, 84, 82, 85, 66, 92, 85, 67, 91, 54, 91, 67, 92, 90, 75, 85, 95, 70, 83, 104, 83, 85, 66, 95, 65, 81, 84, 89, 83, 52, 87, 74, 78, 69, 93, 92, 62, 84, 64, 83, 82, 50, 70, 63, 74, 68, 74, 50, 63, 56, 76, 86, 67, 97, 85, 72, 59, 91, 58, 79, 84, 80, 82, 41, 73, 83, 85, 75, 93, 69, 67, 82, 92, 68, 41, 55, 81, 73, 87, 63, 73, 78, 76, 74, 79]"
Television producer,"[66, 82, 72, 85, 87, 78, 91, 84, 81, 69, 78, 83, 82, 44, 90, 84, 69, 80, 46, 77, 78, 67, 67, 79, 88, 70, 73, 93, 71, 70, 72, 81, 89, 74, 70, 77, 75, 78, 69, 69, 86, 83, 72, 55, 83, 80, 85, 76, 70, 68, 66, 73, 90, 58, 68, 82, 63, 61, 88, 84, 73, 93, 54, 82, 55, 57, 90, 77, 78, 58, 64, 77, 70, 54, 94, 75, 73, 70, 79, 64, 73, 75, 76, 91, 87, 50, 89, 84, 76, 80, 78, 73, 83, 81, 78, 85, 73, 63, 73, 76, 75, 74, 85, 61, 91, 88, 62, 87, 63, 58, 69, 58, 80, 88, 63, 84, 52, 67, 69, 79, 70, 90, 77, 81, 77, 77, 63, 85, 74, 45, 56, 65]"
Engineer,"[67, 84, 73, 79, 94, 93, 79, 60, 83, 87, 90, 70, 59, 94, 88, 64, 70, 64, 65, 53, 91, 75, 88, 64, 76, 98, 61, 98, 66, 65, 85, 83, 43, 91, 94, 63, 65, 89, 64, 88, 97, 59, 87, 75, 60, 76, 86, 52, 70, 1, 69, 86, 70, 96, 79, 56, 73, 68, 74, 83, 60, 70, 75, 87, 74, 71, 55, 86, 72, 75, 93, 92, 89, 78, 83, 77, 60, 75, 62, 88, 84, 93, 57, 78, 39, 69, 80, 49, 30, 82, 71, 70, 93, 73, 92, 83, 93, 51, 66, 91, 80, 89, 62, 62, 74, 74, 70, 88, 97, 91, 48, 78, 70, 59, 82, 52, 58, 59, 70, 94, 71, 92, 75, 67, 72, 79, 52, 58, 71, 41, 78, 69, 80, 66, 89, 78, 66, 81, 59, 99]"
Rōjū,"[41, 66]"
Psychotherapy,"[73, 72, 65, 63, 69, 77, 80, 76, 98, 79, 70, 67, 84]"
Minister for National Defence (Greece),"[90, 80, 71]"
Greek War of Independence,"[82, 60, 78, 64, 43, 82, 124, 74, 75, 60, 60, 62, 74, 75]"
Medicine,"[65, 73, 82, 66, 92, 68, 74, 52]"
Philosophy,"[65, 70, 67, 83, 91, 46, 76, 78, 82, 40, -40, 36, 50, 85, 52, 72, 84, 65, 78, 40, 59, 81, 72, 80, 65, 74, 84, 84, 74, 27, 56, 77, 56, 62, 65, 54, 68, 65, 41, 65, 89, 67, 75, 78]"
Law,"[65, 66, 65, 70, 89, 91]"
Chanter,[63]
Editing,"[56, 85, 83, 82, 82, 88, 88, 56, 75, 89, 67, 71, 65, 56, 88, 61, 91, 70, 83, 69, 91, 83, 77, 97, 54, 56, 67, 64, 87, 84, 72, 86, 79, 78, 66, 45, 64, 77, 62, 40, 64, 86, 73, 85, 93, 66, 39, 95, 72, 63, 67, 80, 73, 69, 76, 76, 88, 63, 62, 62, 82, 81, 66, 82, 55, 81, 68, 31, 83, 103, 84, 67, 58, 86, 75, 73, 62, 46, 74, 70, 67, 87, 74, 78, 68, 44, 79, 87, 71, 84, 59, 25, 62, 83, 85, 82, 70, 75, 64, 69, 61, 62, 76, 85, 92, 63, 76, 74, 60, 88, 80, 66, 73, 76, 72, 83, 56, 73, 65, 56, 87, 91, 87, 88, 89, 88, 65, 78, 81, 90, 62, 73, 41, 67, 54]"
Psychiatrist,"[67, 95, 68, 50, 75, 53, 77, 73, 84, 75, 91, 54, 39, 72, 67, 67, 79, 87, 75, 95, 59, 65, 102, 97, 69, 72, 59, 55]"
Memoir,"[77, 95, 41, 79, 112, 70, 81, 60, 76, 90, 63, 86, 72, 87, 78, 59, 67, 74, 52, 61]"
Parachuting,"[37, 32, 96]"
Lighting technician,[68]
Tour guide,"[68, 75]"
Soviet Union,"[75, 44, 52, 59, 84, 99, 72]"
Publicist,"[51, 69, 90, 83, 103, 93, 54, 40, 78, 58, 64, 77, 67, 61, 81, 61, 25, 76, 82, 97, 96, 60, 77, 74, 83]"
Cardinal (Catholicism),"[63, -1476, 83, 64]"
Egyptology,"[43, 79, 75, 75, 88, 101, 72, 78, 63, 99, 70, 72, 89, 58, 80, 70, 82, 74, 68, 60, 83, 66, 75, 40, 70, 91, 68, 78, 70]"
Education,"[71, 64, 83, 63, 52, 58, 73, 63, 65, 83, 83, 85, 73, 82, 83, 85, 90, 76, 73, 93, 68, 73, 91, 78, 83, 81, 70, 67, 68, 92, 88, 92, 77, 95, 75, 88, 81, 77, 55, 88, 80, 67, 82]"
Biologist,"[104, 80, 82, 92, 70, 84, 87, 58, 78, 70, 93, 84, 69, 69, 95, 71]"
Physician,"[74, 49, 94, 74, 62, 74, 32, 81, 70, 55, 76, 75, 72, 84, 73, 80, 48, 93, 78, 89, 61, 24, 43, 81, 80, 66, 77, 58, 64, 74, 40, 91, 69, 38, 86, 70, 73, 50, 85, 78, 61, 86, 54, 75, 80, 79, 73, 51, 64, 44, 85, 52, 86, 59, 100, 30, 67, 53, 72, 91, 50, 60, 65, 31, 52, 50, 81, 69, 90, 73, 58, 61, 83, 88, 81, 63, 63, 78, 76, 81, 44, 75, 35, 83, 82, 81, 83, 39, 73, 78, 85, 83, 87, 88, 69, 77, 63, 59, 72, 29, 83, 91, 64, 75, 64, 53, 73, 58, 87, 48, 55, 73, 68, 50, 82, 57, 59, 66, 91, 1, 55, 50, 89, 66, 75, 85, 61, 68, 82, 75, 91, 81, 74, 60, 77, 88, 47, 57, 96, 85, 81, 91, 76, 25, 63, 65, 47, 80, 82, 62, 87, 89, 86, 70, 88, 70, 83, 75, 59, 67, 85, 63, 84, 76, 71, 77, 81, 68, 75, 79, 76, 66, 36, 84, 80, 82, 80, 76, 73, 59, 61, 71, 72, 71, 74, 72, 84, 65, 47, 88, 49, 69, 94, 82, 81, 71, 57, 51, 71, 97, 94, 89, 68, 59, 53, 76, 69, 63, 65, 95, 93, 78, 85, 78, 73, 75, 79, 83, 82, 78, 93, 66, 68, 58, 63, 77, 49, 61, 77, 86, 72, 80, 79, 79, 85, 67, 84, 92, 0, 73, 83, 79, 83, 82, 89, 59, 83, 49, 45, 89, 75, 76, 81, 86, 66, 75, 56, 70, 51, 76, 65, 67, 54, 51, 62, 48, 71, 78, 65, 82, 75, 78, 64, 89, 46, 68, 69, 74, 51, 80, 77, 35, 68, 50, 57, 88, 82, 74, 59, 68, 72, 32, 59, 48, 71, 64, 84, 90, 32, 67, 95, 50, 92, 75, 72, 86, 34, 66, 63]"
Set decorator,"[72, 86, 68, 86, 84, 93, 84, 86, 79, 63, 74, 65, 54, 94, 58, 60, 74, 73, 54, 62, 73, 79, 65, 54, 75, 78, 76, 86, 72, 76, 48, 72, 74, 77, 63, 82, 91, 81, 70, 86, 80, 92, 75, 84, 52, 85, 79, 58, 85, 71, 91, 88, 72, 64, 55, 68, 55, 83, 83, 62, 71, 93, 79, 65, 62, 69, 86, 79, 65, 76, 86, 99, 60, 75, 53, 75, 52, 65, 63, 74, 78, 85]"
Anthropology,"[65, 85, 47, 91, 74, 100, 53, 64, 81, 64, 76, 92, 84, 52]"
Humanitarianism,"[98, 80, 83, 82, 81, 73, 77, 56, 91, 87, 82, 64, 75, 78, 92, 82, 81, 87, 106]"
Social work,"[98, 72, 81, 86, 90, 82, 90, 66, 64, 77, 67, 65, 33, 94, 77, 91, 73, 59, 80, 82, 77, 61, 98]"
Paleontology,"[84, 54, 56, 80, 95, 65, 74, 82, 60, 71, 84, 43, 81, 46, 73, 70, 73, 76, 51, 61, 78, 62, 62]"
Theatre,"[49, 78, 81, 70, 74, 100, 86, 65, 86, 53, 63, 93, 85, 65, 91, 74, 60, 71, 80, 73, 80, 77, 85, 86, 75, 76, 73, 67, 82, 93, 71, 50, 74, 56, 57, 73, 71, 90, 85, 88, 87, 66, 87, 81, 87, 75, 67, 69, 74, 73, 83, 90, 80, 47, 89, 81, 64, 91, 85, 88, 72, 76, 81, 37, 72, 78, 74, 79, 68, 55, 76, 73, 60, 80, 83, 80, 88, 79, 68, 86, 52, 66, 67, 80, 63, 67, 41, 49, 79, 41, 81, 58, 86, 40, 79, 68, 60, 73, 48, 64, 49, 92, 82, 30, 78, 65]"
Psychic,"[92, 64, 77, 84, 93, 53, 88]"
Theatrical producer,"[83, 69, 73, 92, 90, 76, 71, 92, 78, 68, 95, 103, 80, 95, 91, 98, 82, 67, 44, 78, 91, 81, 90, 78, 87, 60, 81, 51, 64, 62]"
Songwriter,"[80, 73, 83, 54, 77, 76, 74, 73, 42, 60, 89, 92, 74, 21, 85, 96, 83, 73, 58, 68, 79, 55, 77, 60, 56, 58, 62, 65, 35, 78, 79, 48, 75, 61, 73, 68, 66, 74, 70, 76, 76, 54, 74, 92, 82, 65, 85, 52, 63, 68, 53, 88, 72, 82, 97, 69, 69, 59, 38, 54, 73, 54, 78, 86, 49, 44, 73, 75, 70, 89, 65, 85, 83, 60, 64, 60, 65, 74, 61, 73, 62, 69, 88, 75, 48, 63, 82, 96, 54, 58, 73, 47, 72, 44, 65, 71, 75, 81, 77, 78, 70, 87, 57, 72, 73, 77, 70, 99, 53, 74, 68, 76, 36, 87, 74, 68, 67, 77, 58, 90, 55, 58, 34, 70, 47, 57, 81, 88, 80, 48, 59, 55, 50, 60, 69, 81, 97, 54, 41, 95, 73, 62, 89, 65, 87, 71, 80, 76, 77, 70, 76, 91, 56, 58, 77, 63, 93, 42, 74, 78, 79, 43, 59, 80, 72, 73, 51, 65, 73, 46, 89, 74, 47, 66, 72, 35, 66, 75, 90, 70, 69, 86, 75, 64, 70, 70, 75, 68, 52, 81, 74, 77, 49, 75, 63, 50, 86, 67, 72, 76, 77, 49, 79, 96, 54, 60, 55, 62, 92, 87, 81, 70, 64, 53, 87, 52, 80, 73, 97, 100, 41, 83, 43, 93, 54, 79, 58, 61, 70, 74, 65, 90, 65, 74, 71, 64, 47, 60, 76, 57, 53, 62, 70, 88, 74, 68, 74, 62, 69, 61, 50, 69, 34, 70, 76, 51, 75, 74, 52, 46, 68, 85, 51, 72, 68, 72, 99, 86, 50, 70, 87, 76, 65, 73, 38, 68, 53, 68, 66, 99, 66, 76, 51, 71, 77, 60, 75, 71, 67, 62, 69, 69, 72, 56, 60, 40, 57, 47, 72, 79, 42, 64]"
Contralto,"[85, 93, 71, 86, 48, 74, 83, 68, 93]"
Ballet dancer,"[89, 61, 61, 56, 86, 38, 21, 58, 61, 89, 81, 83, 65, 92, 94, 43, 55, 92, 80, 98, 90, 83, 72, 80, 79, 85, 87, 66, 78, 50, 46, 94, 87, 74, 71, 64, 92, 81, 68, 87]"
Fashion design,"[96, 95, 55, 60, 94, 82, 53, 68, 72, 90, 63, 65, 79, 62, 59, 106, 95, 67, 84, 57, 80]"
German nobility,[63]
Russian nobility,[63]
Music journalism,"[47, 85, 84, 64]"
Art dealer,"[88, 93, 87, 78, 71, 77, 91, 86, 63, 84, 68, 73, 61, 60, 92, 34, 84, 89]"
Socialite,"[69, 85, 76, 74, 82, 82, 76, 59, 101, 51, 42, 38, 51, 82, 34, 74, 86, 86, 69, 81, 46, 70, 69, 33, 21, 79, 91, 63, 82, 28, 67, 97]"
Physical therapy,"[81, 87]"
Enrico Mattei,[43]
Alitalia,[43]
Wild Westing,[74]
Sound recording and reproduction,"[72, 88]"
Isleño,[85]
Wood carving,"[85, 68]"
Philanthropy,"[90, 85, 84, 84, 95, 100, 77, 79, 87, 88, 92, 58, 76, 93, 77, 89, 94, 94, 94, 81, 82, 90, 88, 82, 75, 94, 93, 86, 78, 81, 73, 89, 68, 87, 83, 65, 66, 100, 75, 92, 78, 86, 76, 92, 64, 98, 77, 101, 82, 94, 72, 48, 81, 82, 85, 68, 91, 77, 86, 73, 89, 83, 91, 78, 64, 88, 66, 72, 91, 69, 88, 98, 71, 80, 86, 89, 72, 82, 82, 81, 65, 83, 76, 81, 88, 92, 79, 71, 91, 78, 69, 90, 86, 81, 42, 55, 76, 75, 91, 0, 64, 95, 77, 86, 81, 79, 86, 107, 89, 66, 47, 90, 81, 97, 0, 52, 59, 79, 86, 65, 99, 39, 92, 97, 80, 86, 77, 89, 86, 89, 93, 85, 85, 92, 79, 61, 102, 87, 81, 65, 81, 69, 91, 79, 69, 84, 93, 89, 70, 0, 88, 97, 74, 95, 56, 67, 52, 93, 90, 78, 90, 82, 65, 67, 86, 55, 39, 90, 78, 76, 79, 83, 84, 82, 90, 87, 68, 88, 74, 80, 76, 86, 83, 63, 63, 83, 84, 76, 95, 92, 82, 82, 77, 69, 96, 85, 75, 102, 90, 100, 75, 83, 98, 79, 83, 70, 59, 67, 76, 87, 76, 91, 73, 81, 81, 87, 59, 78, 87, 86, 70, 92, 91, 92, 101, 93, 98, 77, 76, 72, 62, 65, 86]"
Automotive design,"[80, 94, 83, 65, 87, 73, 76, 76]"
Psychoanalysis,"[82, 63, 88, 55, 94, 67, 75, 59, 97, 82, 72, 102, 104, 99, 89, 69]"
Chess,"[81, 65, 83, 42]"
Playwright,"[82, 69, 50, 61, 82, 73, 87, 75, 65, 86, 84, 67, 72, 54, 76, 82, 92, 56, 64, 62, 93, 87, 79, 74, 84, 67, 65, 67, 70, 88, 65, 66, 66, 56, 73, 69, 92, 75, 89, 40, 80, 92, 73, 65, 73, 32, 56, 56, 83, 91, 63, 37, 95, 86, 90, 78, 73, 69, 77, 69, 52, 45, 65, 88, 76, 92, 54, 55, 52, 112, 57, 65, 84, 103, 45, 89, 83, 57, 60, 73, 21, 82, 83, 68, 67, 61, 73, 88, 54, 89, 90, 55, 57, 83, 81, 73, 68, 71, 98, 71, 79, 84, 70, 69, 62, 64, 79, 86, 62, 70, 63, 89, 72, 68, 55, 46, 75, 76, 64, 72, 79, 80, 73, 82, 55, 75, 60, 70, 66, 95, 60, 68, 85, 54, 66, 72, 63, 79, 45, 32, 60, 59, 182, 79, 88, 61, 69, 55, 63, 11, 64, 24, 84, 79, 76, 86, 48, 76, 79, 64, 56, 86, 63, 54, 54, 78, 87, 61, 73, 87, 95, 90, 88, 64, 38, 63, 71, 78, 80, 69, 141, 61, 66, 63, 88, 70, 71, 68, 62, 61, 59, 67, 72, 74, 58, 63, 88, 88, 72, 87, 75, 56, 76, 72, 64, 76, 78, 80, 62, 39, 35, 81, 78, 40, 47, 70, 92, 81, 59, 46, 70, 57, 65, 37, 69, 77, 45, 66, 58, 85, 80, 67, 62, 61, 78, 56, 85, 74, 76, 89, 89, 81, 59, 79, 57, 58, 83, 61, 77, 64]"
Invention,"[82, 56, 26, 79, 82, 65, 86, 64, 91, 85, 169, 60, 94, 77, 79, 69, 48, 59, 87, 80, 88, 81, 86, 71, 88, 79, 80, 54, 64, 80, 81, 51, 90, 97, 90, 84, 74, 81, 88, 75, 92, 64, 76, 66, 70, 89, 45, 64, 77, 75, 81, 88, 73, 86, 85, 76, 79, 76, 55, 63, 74, 71, 72, 81, 36, 70, 81, 86, 90, 90, 80, 70, 69, 97, 35, 75, 95, 90, 85, 50, 54, 94, 87, 77, 70, 91, 94, 83, 74, 79, 65, 41, 73, 74, 88, 38, 83, 77, 63, 86, 84, 78, 55, 68, 64, 66, 81, 87, 95, 81, 92, 89, 77, 95, 55, 64, 51, 68, 87, 1, 88, 69, 55, 60, 80, 61, 82, 63, 96, 93, 75, 91, 97, 63, 98, 78, 68, 66, 75, 76, 81, 74, 67, 86, 74, 78, 65, 82, 91, 77, 86, 92, 86, 57, 81, 69, 87, 86, 69, 78, 62, 76, 69, 84, 57, 43, 88, 62, 67, 67, 92, 90, 77, 76, 76, 91, 48, 55, 76, 84, 99, 63, 68, 57, 77, 79, 74, 84, 54, 66, 75, 79, 58, 93, 68, 82, 76]"
Special effect,"[73, 65, 92, 94, 84, 75, 72, 71, 87, 83, 77, 76, 66, 95, 60, 70, 79, 84, 73, 65, 78, 64, 81, 65, 75]"
Electrical engineering,"[69, 85, 86, 64, 99, 79, 75, 52, 86, 77, 0, 80, 54, 62, 74, 58, 73, 80, 46, 81, 76, 88, 95, 73, 80, 67, 85, 81, 70, 78, 80, 82, 70, 71, 87]"
Silver,[88]
Business,"[88, 79, 89, 79, 78, 67, 84, 83, 82, 93, 73, 81, 91, 55, 81, 88, 49, 90, 79, 87, 79, 94, 74, 61, 74, 78, 92, 59, 85, 59, 90, 95, 67, 78, 62, 69, 59, 83, 59, 86, 74, 83, 71, 76, 75, 91, 60, 85, 75, 78, 79, 74, 89, 78, 62, 87, 86, 80, 63, 61, 69, 84, 82, 68, 79, 70, 76, 70, 85, 80, 58, 60, 89, 75, 61, 73, 39, 82, 76, 87, 62, 56, 77, 63, 85, 77, 81, 86, 77, 77, 81, 84, 85, 83, 51, 86, 85, 70, 64, 80, 91, 86, 100, 79, 77, 91, 79, 84, 75, 75, 86, 68, 96, 50, 96, 86, 68, 85, 85, 96, 92, 77, 74, 79, 71, 75, 78, 77, 90, 90, 75, 71, 75, 79, 66, 75, 81, 66, 87, 71, 86, 67, 89, 58, 55, 91, 65, 70, 77, 82, 86, 81, 91, 109, 79, 67, 73, 71, 50, 86, 83, 66, 81, 78, 65, 90, 62, 88, 84, 68, 81, 81, 78, 82, 63, 80, 76, 69, 80, 85, 57, 85, 71, 75, 72, 75, 79, 85, 93, 72, 81, 89, 50, 84, 74, 85, 90, 79, 92, 73, 81, 94, 90, 82, 97, 85]"
Bank,"[88, 76, 81, 62, 67, 86, 82, 76, 80, 81, 77, 83, 87, 91, 81, 94, 77, 49, 84, 69, 85, 62, 60, 63, 85, 95, 77, 83, 75, 81, 77, 81, 92, -1864, 71, 55, 85, 61, 81, 71, 65, 61, 71, 60, 78, 89, 69, 81, 65, 77, 71, 90, 99, 78, 80, 81, 83, 66, 92, 68, 64, 64, 78, 55, 66, 76, 0, 73, 66, 66, 95, 72, 72, 56, 72, 62, 89, 46, 65, 70, 71, 66, 101, 77, 87, 76, 78, 50, 87, 62, 82, 69, 78, 75, 67, 75, 67, 70, 59, 71, 86, 63, 74, 73, 72, 86, 55, 73, 66, 73, 78, 85, 75, 73, 85, 81, 73, 80, 68, 74, 78, 77, 73, 65, 84, 81, 62, 101, 93, 78, 74, 81, 90, 70, 92, 72, 74, 58, 88]"
Television director,"[74, 77, 67, 86, 62, 77, 81, 83, 69, 78, 71, 68, 44, 84, 98, 73, 89, 83, 59, 70, 93, 81, 77, 89, 77, 75, 89, 65, 80, 97, 76, 70, 68, 62, 92, 68, 73, 90, 54, 58, 90, 87, 84, 81, 71, 73, 54, 82, 55, 45, 79, 70, 76, 74, 73, 70, 60, 91, 74, 53, 79, 85, 78, 81, 73, 94, 82, 83, 96, 61, 91, 91, 66, 87, 58, 72, 78, 61, 63, 73, 79, 69, 84, 89, 56, 67]"
Radio program,[47]
Manufacturing,"[56, 84, 66, 80, 56, 74, 81, 84, 72, 76, 66, 70, 90]"
White House Chief Usher,"[62, 43, 57, 71, 57, 89, 61, 90]"
DC Comics,"[78, 91]"
Cajun accordion,"[27, 68]"
Tanning,"[26, 81, 54, 54]"
